科室,标题,发布日期,详情链接,附件名,附件下载次数,附件链接
【教学运行】,关于2022-2023学年第二学期《高等数学A（中）、B（下）、C（下）》课程期末考试安排的通知,2023-05-26,https://jwch.fzu.edu.cn/info/1036/12794.htm,"['2202高等数学A(中）、C（下）期末考试安排 6.11上午第二场.xlsx', '2202高等数学B（下）期末考试安排 6.11上午第一场.xlsx']","['1204', '1097']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991589', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991590']"
【教学运行】,关于2022-2023学年第二学期《线性代数》、《线性代数与解析几何》课程期末考试安排的通知,2023-05-24,https://jwch.fzu.edu.cn/info/1036/12783.htm,['2202线性代数期末考试6.4下午.xlsx'],['1259'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991045']
【教研教改】,福州大学关于开展第七届远志创业实验班招生工作的通知,2023-05-22,https://jwch.fzu.edu.cn/info/1037/12779.htm,"['附件1：福州大学第七届远志创业实验班招生简章.docx', '附件2：远志创业实验班修读申请表.docx']","['1403', '1066']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12990686', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12990685']"
【质量办】,关于举办福州大学第四十二场“教学有道”研讨活动的通知,2023-05-22,https://jwch.fzu.edu.cn/info/1040/12778.htm,,,
【综合科】,关于2022-2023学年第二学期再次开放本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,2023-05-22,https://jwch.fzu.edu.cn/info/1035/12776.htm,,,
【实践科】,关于做好第二十七期、二十八期本科生科研训练计划项目结题工作的通知,2023-05-18,https://jwch.fzu.edu.cn/info/1039/12775.htm,['srtp项目结题附件.zip'],['2859'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989484']
【实践科】,关于做好国家、省级大学生创新创业训练计划项目结题工作的通知,2023-05-18,https://jwch.fzu.edu.cn/info/1039/12774.htm,['国创省创结题附件.zip'],['1694'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989479']
【教材中心】,关于做好2023-2024学年第一学期教材选用及征订工作的通知,2023-05-18,https://jwch.fzu.edu.cn/info/1042/12773.htm,"['附件1：教育部公示马工程重点教材目录-115种-.xlsx', '附件2：全国大中专教学用书目录(2023秋).xlsx']","['1648', '1537']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989267', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989268']"
【教学运行】,关于2022-2023学年第二学期《近现代史纲要》课程期末考试安排的通知,2023-05-17,https://jwch.fzu.edu.cn/info/1036/12771.htm,['2202近现代史纲要期末考试.xlsx'],['1242'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12283327']
【教研教改】,福州大学关于公布2021级数理综合班专业分流学生名单及学科导师名单的通知,2023-05-17,https://jwch.fzu.edu.cn/info/1037/12770.htm,,,
【实践科】,关于公布福州大学第七届网络信息安全竞赛获奖名单的通知,2023-05-17,https://jwch.fzu.edu.cn/info/1039/12769.htm,,,
【质量办】,关于举办福州大学第四十一场“教学有道”研讨活动的通知,2023-05-16,https://jwch.fzu.edu.cn/info/1040/12768.htm,,,
【教学运行】,关于2024届预计毕业生核对电子注册学历信息的通知,2023-05-16,https://jwch.fzu.edu.cn/info/1036/12765.htm,,,
【计划科】,关于组织申报2023-2024学年第一学期通识教育选修课的通知,2023-05-15,https://jwch.fzu.edu.cn/info/1038/12762.htm,,,
【教学运行】,关于2022-2023学年第二学期大学英语拓展课程期末考试安排的通知,2023-06-21,https://jwch.fzu.edu.cn/info/1036/12850.htm,['202202英语拓展课考试7.3上、下午.xls'],['997'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999540']
【教学运行】,关于2022-2023学年第二学期《大学物理A（上）、B（上）、C》课程期末考试安排的通知,2023-06-21,https://jwch.fzu.edu.cn/info/1036/12848.htm,"['2202大学物理B 期末考7.6下午.xlsx', '2202大学物理A、C 期末考7.6上午.xlsx']","['1181', '1094']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999539', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999538']"
【实践科】,关于举办2023年福州大学大学生工程实践与创新能力大赛暨2023年福建省大学生工程实践与创新能力大赛福州大学分区赛的通知,2023-06-20,https://jwch.fzu.edu.cn/info/1039/12847.htm,['附件3：2023年福州大学大学生工程实践与创新能力大赛命题与运行.pdf'],['3560'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999431']
【实践科】,关于公布第十四届企业经营模拟沙盘对抗赛获奖名单的通知,2023-06-20,https://jwch.fzu.edu.cn/info/1039/12846.htm,,,
【实践科】,关于公布2023年大学生电子设计竞赛暨全国大学生电子设计竞赛选拔赛获奖名单的通知,2023-06-20,https://jwch.fzu.edu.cn/info/1039/12845.htm,,,
【实践科】,关于公布第二十届程序设计竞赛获奖名单的通知,2023-06-20,https://jwch.fzu.edu.cn/info/1039/12844.htm,,,
【实践科】,关于公布2023年第二十三届数学竞赛获奖名单的通知,2023-06-20,https://jwch.fzu.edu.cn/info/1039/12843.htm,,,
【教学运行】,关于2023年端午节放假课程调整的通知,2023-06-19,https://jwch.fzu.edu.cn/info/1036/12842.htm,,,
【教学运行】,关于2023-2024学年第一学期本科生学期选课的通知,2023-06-19,https://jwch.fzu.edu.cn/info/1036/12841.htm,,,
【质量办】,关于举办福州大学第四十三场“教学有道”研讨活动的通知,2023-06-15,https://jwch.fzu.edu.cn/info/1040/12835.htm,,,
【教研教改】,福州大学关于开展2023年省级一流本科课程申报推荐工作的通知,2023-06-14,https://jwch.fzu.edu.cn/info/1037/12832.htm,"['附件1：福建省教育厅办公室关于开展2023年一流本科课程认定及推荐工作的通（闽教办高〔2023〕2号）.pdf', '附件2：教育部关于一流本科课程建设的实施意见（教高〔2019〕8号）.doc', '附件4：2023年省级一流本科课程申报说明.docx', '附件7：虚拟仿真实验教学一流课程简介视频及教学引导视频技术要求.pdf', '附件5：2023年福建省一流本科课程申报书.rar', '附件6：国家虚拟仿真实验教学课程技术接口规范（2020版）.pdf', '附件3：教育部办公厅关于开展第二批国家级一流本科课程认定工作的通知（教高厅函〔2021〕13号）.doc']","['1509', '1250', '1360', '1956', '1282', '2055', '1236']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997760', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997759', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997762', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997765', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997764', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997763', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997761']"
【教研教改】,福州大学关于公布2021级数理金融实验班学生主辅修专业及导师名单的通知,2023-06-13,https://jwch.fzu.edu.cn/info/1037/12830.htm,,,
【计划科】,关于公布2023-2024学年第一学期修读辅修专业学生名单的通知,2023-06-12,https://jwch.fzu.edu.cn/info/1038/12829.htm,,,
【教学运行】,关于2022-2023学年第二学期《大学英语（二）、（三）、（四）》课程期末考试安排的通知,2023-06-09,https://jwch.fzu.edu.cn/info/1036/12828.htm,"['2202英语二、四期末考试6.18下午.xlsx', '2202英语三期末考试6.18上午.xlsx']","['1264', '1139']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12995968', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12995838']"
【教学运行】,关于2022-2023学年第二学期《工程制图A（下）、C（下）、D、F》课程期末考试安排的通知,2023-06-09,https://jwch.fzu.edu.cn/info/1036/12827.htm,['2202 工程制图 期末考试安排 6.18下午.xlsx'],['803'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997452']
【综合科】,关于转发12306手机客户端提供学生优惠资质在线核验服务的通知,2023-06-07,https://jwch.fzu.edu.cn/info/1035/12821.htm,,,
【计划科】,关于2023-2024学年第一学期修读辅修专业学生名单的公示,2023-06-05,https://jwch.fzu.edu.cn/info/1038/12808.htm,,,
【教学运行】,关于2022-2023学年第二学期《概率论与数理统计》课程期末考试安排的通知,2023-06-01,https://jwch.fzu.edu.cn/info/1036/12807.htm,['2202概率期末考6.11下午.xlsx'],['1072'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12993877']
【实践科】,关于公布第二十九期本科生科研训练计划立项项目的通知,2023-05-31,https://jwch.fzu.edu.cn/info/1039/12805.htm,,,
【实践科】,关于公布2023年本科生创新创业实践与素质拓展学分认定结果的通知,2023-05-30,https://jwch.fzu.edu.cn/info/1039/12804.htm,['福州大学本科生创新创业实践与素质拓展学分申报汇总表.doc'],['3899'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12993329']
【计划科】,关于2023-2024学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,2023-08-26,https://jwch.fzu.edu.cn/info/1038/12932.htm,"['港澳台侨学生思政课和军事课程退选申请表.docx', '2023-2024学年第一学期国情课列表.docx']","['1523', '1672']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049258', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049257']"
【计划科】,关于2023-2024学年第一学期通识教育选修课选课的通知,2023-08-26,https://jwch.fzu.edu.cn/info/1038/12931.htm,"['超星尔雅使用手册（学生版）.pdf', '智慧树学生端操作手册.pdf', '慕课堂学生操作手册.pdf']","['3441', '1749', '4217']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049254', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049255', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049256']"
【教研教改】,福州大学关于开展2023级“嘉锡化学拔尖班”招生工作的通知,2023-08-26,https://jwch.fzu.edu.cn/info/1037/12929.htm,"['附件1：福州大学2023级“嘉锡化学拔尖班”招生简章.doc', '附件2：福州大学2023级“嘉锡化学拔尖班”选拔方案.doc']","['2342', '1898']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049235', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049236']"
【教研教改】,福州大学关于开展2023级“数理综合班”招生工作的通知,2023-08-26,https://jwch.fzu.edu.cn/info/1037/12927.htm,"['附件2：承诺书.doc', '附件1：福州大学2023级“数理综合班”招生简章.doc']","['1206', '2700']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049232', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049231']"
【教研教改】,福州大学关于开展2023级“数理金融实验班”招生工作的通知,2023-08-26,https://jwch.fzu.edu.cn/info/1037/12926.htm,"['附件3：2023级数理金融实验班申请表.doc', '附件4：承诺书.doc', '附件1：福州大学2023级“数理金融实验班”招生简章.doc', '附件2：福州大学2023级“数理金融实验班”选拔方案.doc']","['1087', '1099', '2126', '1865']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049229', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049230', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049228', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049227']"
【实践科】,福州大学关于公布2023年本科生开放探索性实验项目（课程）评选结果的通知,2023-08-23,https://jwch.fzu.edu.cn/info/1039/12923.htm,,,
【综合科】,关于开展智慧教室使用培训工作的通知,2023-08-21,https://jwch.fzu.edu.cn/info/1035/12913.htm,,,
【实践科】,关于转发《关于举办第十三届海峡两岸信息服务创新大赛暨福建省第十七届计算机软件设计大赛的通知》的通知,2023-08-21,https://jwch.fzu.edu.cn/info/1039/12912.htm,['闽工信联软件〔2023〕31号关于举办第十三届海峡两岸信息服务创新大赛暨福建省第十七届计算机软件设计大赛的通知.pdf'],['1099'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13048683']
【实践科】,关于开展大学生校外实践教学基地检查评估的通知,2023-08-14,https://jwch.fzu.edu.cn/info/1039/12903.htm,"['附件1：福州大学校外实习教学基地一览表（2022年9月）.xlsx', '附件2：福州大学大学生校外实践教学基地检查评估表.xlsx', '附件3：福州大学大学生校外实践教学基地检查评估汇总表.xlsx']","['8156', '1296', '1227']","['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13045827', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13045826', '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13045825']"
【质量办】,关于举办福州大学第四十五场“教学有道”研讨活动的通知,2023-08-04,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1040&wbnewsid=12893,,,
【综合科】,关于本科教学管理系统及其相关业务系统暂停使用的通知,2023-08-02,https://jwch.fzu.edu.cn/info/1035/12892.htm,,,
【综合科】,教务处关于2023年暑假用印安排的通知,2023-07-08,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=12884,,,
【实践科】,关于公布福州大学2023届本科生优秀毕业设计（论文）名单的通知,2023-07-05,https://jwch.fzu.edu.cn/info/1039/12881.htm,['附件：福州大学2023届优秀本科生毕业设计（论文）名单.doc'],['3723'],['/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13037663']
