question,answer
荷兰安世停止向中国工厂供应晶圆，安世中国称「已建立充足成品与在制品库存」，此次断供影响有多大？,不知道怎么想的，他断供晶圆，中国断供稀土，这不是自寻死路么。荷兰相对于波兰，更要命的是，死要面子的心态明显更强，可能老牌殖民主义海上强盗还沉溺在过去。而且中国工厂还有新的晶圆产能可以验证，明年起就可以无缝衔接所有客户，满足所有客户的订单需求。也就是说荷兰“安世总部”的各种威胁，换领导、锁系统、断供晶圆都通通没有用。断供中国工厂的晶圆，会让以后荷兰的asml都没得产，美国都不敢硬刚，荷兰倒是硬刚上了。中美现在关于稀土和芯片的一些限制措施，暂时延迟了，安世半导体其实没有理由再用国家安全等借口来在安世半导体上面搞事情。现在中国可以按照约定不长臂管辖稀土，但对于荷兰这样的做法，显然是需要单独处置的。荷兰强行主导中国企业闻泰科技所属的安世半导体，重新展现强盗本色，一切都显得急不可待，从他们抓住窗口期搞这套动作的行为来看，显然他们是觊觎已久，早就想搞这一套了。对于这种狼子野心，现在是时候打击了。不仅仅要他们得不到订单，还要他们试图控制安世半导体的企图落空。安世半导体的全球七成成品来自于中国东莞的8万㎡工厂，上海还有座12英寸晶圆厂，每月产能3万片晶圆。中国一旦设限，安世产品连中国都出不去，买家们听荷兰的还是中国的，这是显而易见的。现在中国安世相当于已经与安世半导体总部分开，员工们有权拒绝违背中国法律的指令，工资也是在中国境内独立发放，和总部没关系。受此影响，本田位于墨西哥中部塞拉亚的汽车工厂已经停产，尚未有明确恢复生产的时间。本田方面回应称，某些业务供应的零部件中使用了安世半导体，公司正在尽一切可能将芯片短缺的影响降至最低，且正在重新评估供应链状况。宝马奔驰大众等德国车企现在也是热锅上的蚂蚁，只能够与中国单独联系。如果荷兰还要执迷不悟，那么其得到的，就是一个空壳的安世半导体，而且是一个会继续亏损下去的安世半导体。安世半导体在闻泰科技收购之前，本来就是亏损状态，闻泰进来整合以后才好转起来。收购之前安世半导体负债累累，收购之后，在闻泰科技本身业务的加持、全球化运营的帮助之下，安世半导体还清了此前所有债务，于2024年10月实现了0负债运营。2025年第三季度，公司旗下安世半导体实现业务毛利率为34.56%，净利润达7.24亿元，收入43亿元，同比增长12.2%。其中中国市场收入占全球总收入的49.29%，半导体业务中国区收入创季度新高，同比增长约14%，其中汽车业务收入同比增长超26%。荷兰安世半导体目前欠付位于东莞的封装测试工厂ATGD的货款，高达10亿元人民币。欠这么多钱，可能是现在荷兰所谓的管理层打算赖账不付，然后捞一把走人。荷兰政府要是有眼力见，应该赶紧采取措施，不然asml以及荷兰其他产业会有亿点难。
荷兰安世停止向中国工厂供应晶圆，安世中国称「已建立充足成品与在制品库存」，此次断供影响有多大？,荷兰这次绝对不是简单的个案。这是我们收复台湾以后，欧美对中国海外资产大规模没收的预演。荷兰政府背后既有美国的支持，也有ASML为依仗。未来欧美是很有可能对中国采取俄罗斯，朝鲜，伊朗，古巴等类似的制裁，我们要未雨绸缪。
荷兰安世停止向中国工厂供应晶圆，安世中国称「已建立充足成品与在制品库存」，此次断供影响有多大？,中国政府以前最头疼的地方，就是在于鼓励企业海外投资的时候很难判断你是在提升自己的科技水平还是在单纯的转移资产送钱，比如王建林就是因为过于明显过于猖狂的转移资产被国家整了，但是国家也不能定他什么罪，毕竟海外投资和转移资产确实也很难界定，只能让银行逼他还钱的方式来止损。安世这种企业其实也是比较恶心的，作为中国企业，把高价值的部分放在欧洲，低价值的部分放在中国，用中国的钱收购了海外企业后不想方设法的把高价值部分转移到国内，提升国内生产技术水平，真就老老实实的帮老外经营企业，继续让老外吃肉中国人喝汤，这种中国企业和一个纯粹的荷兰企业有什么区别？有一说一荷兰的做法我是叫好的，就是因为这是一场赤裸裸的抢劫，加上最近台海局势越来越紧张以及俄罗斯富豪的前车之鉴，稍微有点脑子的中国企业肯定要慢慢把海外有价值的部分往国内搬了，即使账面上的东西搬不走，肯定也会利用总部的优势掏空海外资产，起码要国内也有一个备份，这反而真正能达成中国政府鼓励海外投资的真正目的：用于提升国内生产力。
荷兰安世停止向中国工厂供应晶圆，安世中国称「已建立充足成品与在制品库存」，此次断供影响有多大？,如果中国这次没有打疼荷兰那就说明荷兰人的招数是有效的可以多来几次中国政府没有能力保全中国企业在国外的正当权利。我们拭目以待
荷兰安世停止向中国工厂供应晶圆，安世中国称「已建立充足成品与在制品库存」，此次断供影响有多大？,恭喜荷兰，触发了21世纪第一道绝罚令本以为会从菲日蛙里挑一只鸡杀了给全世界的猴子看，没想到死的第一个是它荷兰就是不知道最后荷兰准备怎么买赎罪券，恐怕新任荷兰政府，连赎罪券去哪买都不知道吧我看不如先从撤销驻ww文化交流中心开始吧
荷兰安世停止向中国工厂供应晶圆，安世中国称「已建立充足成品与在制品库存」，此次断供影响有多大？,这次事件最让中国难受的是荷兰从中国手里抢了安世，再用它来打中国，中国即使把安世制裁死了，荷兰也毫发无伤——安世本来就是中国的，死了就死了。所以，中国的制裁不应该只瞄准安世，而是应该瞄准ASML或者飞利浦。把ASML或者飞利浦弄死，才算是报了安世之仇。一定要弄死一个甚至两三个荷兰最重要的企业。才能起到杀鸡儆猴的效果。
荷兰安世停止向中国工厂供应晶圆，安世中国称「已建立充足成品与在制品库存」，此次断供影响有多大？,我印象中荷兰安世是不是第一件正儿八经实质性抢夺中方资产，且已经落地的行为？因为以前也有类似的通过行政法剥夺中资企业的行为，但至少面子上做的过去（比如英国也干过，但至少是加钱回购了，至少短期看中资还赚了点）一分不付好像美国人都没这么干过。（Tiktok虽然月经问题，说要怎么怎么的，但最终还是要花钱买）荷兰是不是真的有点想当第一个被记在本子上的？
汽车电池弹射技术发布，可实现1秒弹出，网友：被弹射电池撞死、烧死、引燃，谁负责任？如何看待此事？,我想了半天这东西的应用场景。最后得到一个结论：这技术只能是军用载具平台，在弹尽粮绝而且被包围的的时候，用来给敌人一个惊喜。其他我真想不出来。
汽车电池弹射技术发布，可实现1秒弹出，网友：被弹射电池撞死、烧死、引燃，谁负责任？如何看待此事？,购物广场人山人海，入口处一辆电车不慎撞上前面车辆。说时迟，那时快，一块带着浓烟的板板飞出车底，瞬间冒出火焰，对着路边行人就是一个滑铲。近吨重的电池组带着雷霆万钧之势，岂是这区区几个人阻拦的，只见人群像多米诺骨牌那样依次倒地，一路火焰与烟雾狂舞......电车司机看着飞出去的电池组，感到特别安全。
汽车电池弹射技术发布，可实现1秒弹出，网友：被弹射电池撞死、烧死、引燃，谁负责任？如何看待此事？,我真的服了，这是我2021年的毕业设计，原本导师说设计好的话可以申请专利，但是答辩的时候因为答辩老师提问怎么保证周围安全，并当场笑场，所以放弃了此专利如果我当时申请了，他们是不是应该支付我专利费用？补充一个细节，当时我设计的弹射速度是2-6m每秒，被答辩老师质疑速度过快没有必要，因为电池即使起火也不需要这么快的速度弹射出去，反而增加危险系数，但是我看视频里的弹射速度就在我设计的区间啊，难道我真的是天才？
汽车电池弹射技术发布，可实现1秒弹出，网友：被弹射电池撞死、烧死、引燃，谁负责任？如何看待此事？,只有我一个人觉得整件事很恐怖吗？搞笑的内容大家都说完了。我自己是个白车身设计从业者。一般车载电池是挂在白车身地板下面的，有车架的车一般挂在车架大梁上。安装点一圈加起来十多个。要知道一个车载电池至少是半吨往上，设计出一套弹出机制绝不简单。这个技术项目的研发，哪怕只是个概念都需要一个团队经历从立项到数据制作到评审最终到发布的全过程，更何况还需要样件制作、骡子车制造，最终完成实物验证。这绝不是一个白痴拍脑袋能搞出来的东西。这是一个团队经历了以周或月为单位的严肃设计最终得出来的产物。结果搞出来个民用地对地导弹。一个恐怖分子团队，经过很久一段时间的开发，搞出来一个恐怖的发明。期间没人提出能阻止这一切的异议，没有有效的监管和叫停，最后弄出来了还邀功发表。是很好笑，只是我有点笑不出来。
汽车电池弹射技术发布，可实现1秒弹出，网友：被弹射电池撞死、烧死、引燃，谁负责任？如何看待此事？,我就说这设计有点反人类。玩梗的说，弹射到《爆》《燃》《腐》《毒》《危》五灵根大修士，直接触发天地同寿。不玩梗的说，高速路上前车突然抛出个燃烧的巨大障碍物，后车怕不是直接起飞。车流量高的时候连环车祸也不是没可能。
汽车电池弹射技术发布，可实现1秒弹出，网友：被弹射电池撞死、烧死、引燃，谁负责任？如何看待此事？,链式反应这一块
汽车电池弹射技术发布，可实现1秒弹出，网友：被弹射电池撞死、烧死、引燃，谁负责任？如何看待此事？,BBA经过三家联合商讨会议，决定重新启用尘封的80年前的生产线，采用均质钢车体，搭配全封闭式观察孔…呃不车窗，上开式车门，充分保障乘员组…啊呸乘客的安全。
汽车电池弹射技术发布，可实现1秒弹出，网友：被弹射电池撞死、烧死、引燃，谁负责任？如何看待此事？,军用技术转民用老百姓终于有自己的鱼雷了
汽车电池弹射技术发布，可实现1秒弹出，网友：被弹射电池撞死、烧死、引燃，谁负责任？如何看待此事？,一辆电车被击中时会弹出2两块电池，油车被击中时不会弹出电池，求车队中电车浓度达到多少时可以触发链式反应？
