问题名,问题具体内容,回答信息
被公司卸磨杀驴能把代码删除吗？,无问题描述,删除代码你什么也得不到，除了泄愤外屁用没有 不如在代码里埋点雷，最后还得请你回来修，要么就花大价钱重构 注释里面可以下毒，原则就是把注释写的没有参考价值，可以不按照代码实际功能来写注释，或者把注释里的参数名称调换一下，最好再夹杂大量正确的废话，增加阅读难度 活用变量闭包，闭包内外变量名称尽可能用一样的，这样整个代码就会看起来逻辑极其混乱难以分析，配合注释下毒就算尤雨溪来了都得琢磨半天 大量使用语法糖和各种简略写法，比如六七个箭头函数裹在一行里 高耦合低内聚，逼着别人必须极其谨慎的处理你的屎山 内存能不回收就不回收了，等着它内存泄漏 不写输入参数检查，只要调接口的时候参数有任何一点不对，马上崩就完事了 把关键逻辑写成一个开源库再引用的办法，引用版本号一定要写latest，离职后自己把开源库release一个会炸的新版本，等下次依赖自动升级就直接全炸 总之尽可能把你的代码写成一坨粘稠的屎山，这远比直接删代码来的更能恶心人 好吧，我还是年轻了，没想到我还能遇到更离谱的哈基神 印度外包公司的代码不但几乎完全实现了上面的部分（除了开源库他们写死了旧版本并且在cmakefiles里面下毒增加迁移难度） 同时还实现了更多的屎山 所有能复用的代码都是复制粘贴的，一个项目两套UI每套UI都有对应的一套重复的代码 注释里全tm是疑问句，以至于我怀疑这群哈基神的精神状态 全局变量左飞一个右飞一个 没有单行长度限制，不开自动换行能把带鱼屏撑出去 修bug全靠加三元运算符，一行里面四五个三元运算符 在尽可能符合给出的要求规范的情况下尽可能的用了各种不安全的设计，明文传密码，本地起服务器和webview通信还留了个远程任意执行的大雷 没有处理任何race condition但到处都是多线程，会产生114514种不同且无法复现的问题 我有时候都怀疑咖喱的原料里面是不是有见手青
被公司卸磨杀驴能把代码删除吗？,无问题描述,某个前东家有一段代码，在各种机缘巧合之下，是我直接在生产环境一气呵成写完的，除我以外没人敢动，离职六年后还有人打电话过来问我细节。 真是……太高看我了，写完不到一个月我基本就忘光了
被公司卸磨杀驴能把代码删除吗？,无问题描述,卧槽，你们都要埋雷给公司造成损失吗？ 我当年正常写就行。
被公司卸磨杀驴能把代码删除吗？,无问题描述,驴要明白一个道理，被卸磨杀驴后，你把面粉毁了，那买下一头驴重新磨一遍就行了。 但是你往面粉里加点脚皮屑，让老板吃，每次他吃的怪怪的，总觉得有问题，又不舍得扔了，然后一直吃。那才是最高效的报复。
被公司卸磨杀驴能把代码删除吗？,无问题描述,首先，屎山，bug，是合法的 代码写的差是合法的 代码中引用一个你自己的库(一般情况下)是合法的 写的代码先不提交是合法的 git合并时删掉一些代码也是合法的(合并代码又冲突嘛) 写代码不考虑特殊情况也是合法的 sql不防注入是合法的 域名解析源站ip是合法的 漏洞不修是合法的 多用点停止支持的库是合法的 多写点报错自动退出是合法的，什么参数错误管他什么直接报错 判断写严格点是合法的，发现问题立刻报错而且不输出问题 不写注释是合法的 什么？公司用的是1.8的jdk？没关系，用最新的jdk是合法的，直接把编译完成的代码传上去 突然又想到一个：写前端的兄弟们，用webpack来格式化代码如何～ 但你恶意删代码 1.(可能)没有效果，gitsvn直接恢复 2.如果删掉无法恢复那等着公司法务吧，违法的 兄弟们评论区不看后悔一辈子
被公司卸磨杀驴能把代码删除吗？,无问题描述,不能，这样犯法。 但是代码质量不过关是可以的。 你品你细品。
被公司卸磨杀驴能把代码删除吗？,无问题描述,劝开公司的，对各种技术人员好一点， 如果你用maya，这两年估计你遇到过， 有一个病毒，中招就会现实这个： 程序员要是泄愤，删代码并不是好主意， 在代码中加东西才是好方法。
被公司卸磨杀驴能把代码删除吗？,无问题描述,十几年前我接私活，帮别人实施一个政务软件项目，合作方老板承诺1万的好处费。 当时环境是Windows Server，我开了远程权限，写了脚本放在计划任务里，预防对方付款上磨磨唧唧。 后来担心的事情还是发生了。 我遂告知对方删除map（map及坐标数据是我私人提供的，没备份的话删了就彻底没有了）、删除应用程序以及格式化系统os的时间计划安排。 双方电话里相谈甚欢，互相给予对方温暖问候之后，我爽快的拿到了一张中行的支票。
有哪些顶级水平的中国程序员？,希望写上名字，代表作，特点，轶事。（注：程序员既可以是在中国的，也包括中国人在国外工作的）,"ACM世界冠军陆靖，现就职阿里云，为人十分低调，公司内号称“人肉逻辑机”，他做事不轻易动手，深思熟虑后开干，一气呵成，鲜有编译错误。遇到搞不定的代码找他时，他就看代码，不调试，一遍一遍看代码，然后指出某行代码有错误。我们都觉得他看代码的时候大脑其实就是多核CPU，在一次又一次的运行代码。某次代码遇到bug,良久无策和另外一个同事打电话问他，他在电话里说你们检查下某个cpp文件的780行左右，是否参数传递有问题，一查果不其然，问他是否在电脑边，他说不在，在肯德基吃饭，众人大惊之下去git blame,发现这代码他8个月前提交过。特别聪明的本身少见，特别聪明而且记忆力超强的更是凤毛麟角。 他有一个爱好是看日本动画片，为此自学日语，最后能和日本人正常沟通，参与字幕组做翻译。 好多人留言问他的情况，这里统一补充答复，他是我见过的最纯粹自由的人，对钱，对名誉毫无兴趣，对别人怎么看他也不在乎，只对挑战性的问题有浓厚的兴趣和异于常人的专注。"
有哪些顶级水平的中国程序员？,希望写上名字，代表作，特点，轶事。（注：程序员既可以是在中国的，也包括中国人在国外工作的）,在鹅厂职级调整前，做到T5（科学家）的程序员，水平和履历都很能打。比如下面这位大佬： 吴石曾经是全球提交漏洞数量最多的个人。 他曾独自发掘超过100个Safari的CVE漏洞（“Common Vulnerabilities & Exposures”，公共漏洞和暴露）。 他曾创造过单月申报微软漏洞数量全球占比10%、独自发掘15个iOS漏洞的惊人成绩——这个数字比同期苹果自家研究人员发现漏洞（6个）的两倍还要多。 他曾发现只要给对方的QQ发送一条消息，就能够得到对方电脑的权限，进而控制对方的电脑，这对于受众巨大的QQ而言无疑是颗不定时炸弹，从此推动腾讯安全应急响应中心（TSRC）的成立。 据说初二之前吴石的数学非常差。但后来遇到良师启蒙，他对数学的兴趣一发不可收拾。高二拿了全国数学竞赛一等奖，后来考入了复旦大学数学系。 上了名校的吴石也和在座各位一样打游戏，但不是帝国时代和红警2，而是叫做“MUD”。但人家玩着玩着就黑进了游戏的服务器，并且成功修改了自己的游戏数据，从此走上了走漏洞之路。 你玩王者只想着喷队友，别人玩游戏自己开挂，这就是差距啊同学们。 *MUD（Multiple User Domain），一款上古时代的多用户虚拟空间游戏 整个大三吴石几乎都在搞计算机，他去软件公司打工，以至于几乎没有上一节课，但就是这样人家也就挂了一科。 一次偶然的机会，吴石向微软提交了可以实现系统提权的高质量漏洞，出乎他意料的是微软居然提供了奖励——要知道在当时的环境下，国内很少有公司能做到这么体面的事情。 受宠若惊的大神一发不可收拾，没多久又提交了数十个漏洞，这甚至超过了微软自家安全团队，2007年他收到了来自微软的offer。 再到后来，漏洞大牛的简历愈发丰满： 在加入KEEN Team后，吴石和队友们用两种不同的姿势搞定了 Safari，拿到了数万美金的奖金。第二年全世界的黑客用类似方法掀起了挖掘 IE 漏洞的狂潮。 2013年，腾讯抛出橄榄枝，吴石成为科恩实验室的首席科学家。2016年他带领科恩实验室团队和腾讯电脑管家组成的联合战队 Sniper 一举拿下了 Edge、Safari、Chrome，总分38分，以超越第二名13分之多的优势摘得了“世界破解大师”，比赛中所有的破解中都至少有一个吴石系统跑出来的漏洞。 当然现在更为人所知的，是他和他带领的科恩实验室团队对特斯拉的多次破解。 参考链接： 腾讯科恩实验室吴石，站在 0 和 1 之间的人 没想到这个问题这么多人关注，有兴趣了解鹅厂程序员的小伙伴，可以再看看这两篇：
有哪些顶级水平的中国程序员？,希望写上名字，代表作，特点，轶事。（注：程序员既可以是在中国的，也包括中国人在国外工作的）,尤雨溪 在美国留学时，曾经用两天时间，就复制出一款H5的Clear软件，在APP Store上线一天，就取得了付费版和总版第二的成绩。 2014年2月，尤雨溪开发了一个前端库，就是我们熟悉的Vue.js。Vue发布后，受到很多前端程序员的喜爱，很大程度上提高了前端程序员的开发效率。 后来尤雨溪希望自己能够将所有精力都放在Vue.js上，希望全职去开发和维护，在patreon上进行众筹，最终众筹的效果也是让他非常满意，每月能收到一万美元的赞助。 为了大力推广Vue，他经常出现在JS的各种交流会上，给广大开发者分享Vue的开发经历，使用Vue开发的方法和技巧。 在他的带领下，Vue.js正在茁壮成长，国内很多大小公司都在使用Vue，相信你也一定使用过这款前端的开源框架。 尤雨溪全职做Vue后，已经赚取人民币上千万了，真是非常厉害的程序员，值得我们大家学习。 这就让我们不得不深思，同样是程序员，人家怎么这么厉害呢？ 蔡景现 蔡景现被称为阿里的扫地僧---“多隆”，是阿里巴巴初创时加入的三名工程师之一，也是阿里巴巴新增的三位合伙人之一。非科班出身的他，在一个月内从零开始搭建出了现在的淘宝，为了解决项目问题，常常在半夜爬起，去排除故障、去解决问题，独自维护淘宝搜索引擎5年，被称之为“码神”。 他精通C/C++/Java，从前端到后端，在从技术底层和高层业务之间来回切换，阿里的CTO对他做出过很高的评价，一个人能够顶得上一个团队。比如，写一个文件系统，别人做可能是一个项目组或一个公司，而他在很短时间内就能从0到1一个人做出来。 在所有工程师的眼中，他是一个神，甚至在公司内网的便签上，他也被称之为神。他很有钻研精神，很喜欢写代码，很傻很天真，写代码可以写到出神入化的状态。 我们应该像蔡景现一样，要有钻研精神，多写代码，多做项目，多学习；编程只是一个技术活，多做练习便能熟能生巧，将来也会成为一名出色的技术专家。 陈皓 陈皓被大众称之为“皓哥/耗子哥”，他在博客上写出了很多经典文章，推荐大家可以去看看，他的博客：http://coolshell.cn。 他从事软件已经17年多了，对底层技术架构早已了如指掌，曾就职于亚马逊、汤森路透等，目前正在进行创业。 阮一峰 阮一峰是一名经济学博士研究生，依靠对技术的执著和热情，不断学习钻研，成为了一名IT专家。他热爱技术、热爱写作、也热衷于开源。 他是经济学里写博客最好的，写博客将IT技术写得最通俗易懂的。前端的同学对他应该不陌生，估计很多学前端的同学都是跟着他的博客学习的，他的文章随处可见。 他翻译的著作有： 《黑客与画家：硅谷创业之你Paul Graham文集》 《软件随想录：程序员部落酋长Joel谈软件》 《异常流行幻象与群众疯狂&困惑之惑》等。 章亦春 大家都称他为“春哥”，他曾经就职于中国雅虎、淘宝、Cloudflare等。他的编程之旅开始于抄书，他很喜欢向大家推荐他的抄书学习编程之法，毕竟他可是从抄书到开源之巅的。 现在的春哥已经全身心投入到OpenResty中，希望OpenResty未来能在工业界、互联网等行业掀起大风大浪，引领机器编程革命。 如果有小伙伴想知道春哥是如何通过抄书学编程的，可以去图灵社区看看春哥的专访，里面记录了春哥的成长心路历程。 陆靖 他曾经是ACM的冠军，现就职于阿里巴巴，在公司内部被称为“人肉逻辑机”。他为人十分低调，做事情深思熟虑，做人十分低调，做事不轻易动手。 当有搞不定的代码时，他不是调试代码，而是逐行逐行的看代码，然后将某一行的代码错误指正出来。我估计他在看代码的时候，大脑就已经在运行每行代码了，大脑就是他的多核CPU。 之前网上流传着他的一个传奇故事：某次代码遇到Bug，他的同事无法搞定，打电话向他求助，他在电话中直接指出某个CPP下第780行的代码，这里估计有传参问题，他的同事一查，果然是这里出现了问题，问他是否在电脑旁，他说他正在外面吃饭，这让他的同事很是惊讶。 田春 他号称中国Lisp第一人，人称伞哥，他的思维远比技术值得关注。曾就职于网易云，在业内声誉很高，他的成绩我就不过多的介绍了。 有情趣的同学可以去看看伞哥的日记，地址：https://dirtysalt.github.io/html/binghe-blogs-notes.html 他的性格古怪，他坐在丁磊办公室的旁边，经常跑到丁磊办公室，将丁磊正在充电的手机拔掉，给自己的手机充电。 因为性格的古怪，后来被丁磊给开除掉了。离职时在博客上写：CEO 丁磊先生跟我性格不合，难以共事，但因为我工作成绩突出，无法直接开除，而我又深深留恋这家公司，不肯主动辞职，于是不得已将我劝退，给予 N+1 补偿，并言辞恳切地请我走人。所谓 “好聚好散”，我不得不接受。 伞哥走的时候说，他不会怀恋网易的，只会怀恋战友，等他下次回网易的时候，就是收购网易的时候。 Gray Wang 根据 FTX 和 alameda 的股权价值，2022 年 4 月 ， 在福布斯新一期的富豪榜上， 年仅 28 岁的 Gary 以 59 亿美元的身价成为了 30 岁以下最富有的人。 作为最神秘的亿万富翁高管，Gary 平时性格神秘，很少公开露面，网上照片屈指可数，连公司同事都经常很长一段时间见不到他，甚至领英的照片也只有一个背影。 Gary 出生在中国，8岁后就随父母移民美国新泽西，他从小学习成绩出色，尤其在数学和编程方面展示出了很高的天赋和兴趣。 2010 年他参加高中数学竞赛，刚好结识了 SBF 和 Trabucco （FTX的另外一名高管），三人共同参加麻省理工学院（MIT）举办的数学夏令营培训，三人皆顺利进入麻省理工学院的数学专业，Trabucco 和 Gary 攻读数学和计算机学士学位， SBF 则攻读物理学学士学位。 SBF 和 Gary 在大学中逐渐建立信任，他们做了三年室友，学习之余，他们常一起打游戏，做谜题。在空闲时间里，还会共同参加 Epsilon Theta 的兄弟会。Gary 性格沉默内敛，很多人都觉得 Gary 难以沟通、不好相处，但 SBF 在多年的观察中，深谙 Gary 的性格和能力，尤其知道 Gary 在编程和数学方面的天赋性（Gary 曾获得过 MIT 编程竞赛的冠军）。 “很多人觉得 Gary 无法相处，就和 Gary 保持距离，但我不会，我认为 Gary不想刻意远离这个世界，他非常聪明，而且他可以腾出时间去思考一些很困难的问题。”SBF 这样回忆道。 他们多年的求学经历结下了深厚的同窗友谊，毕业后 SBF 去了华尔街的交易基金 Jane Street 做交易工作，Gary 去谷歌做机票价格的整合引擎 Google flights 的开发。 2017 年 11 月， SBF 在旧金山创立了量化交易公司 Alameda research ，专注于加密货币市场的量化交易。 第一时间里，SBF 就想到在谷歌工作的 Gary，他立刻飞去波士顿，说服 Gary 加入 Alameda ：“你的天赋来做交易一定能行，加密货币市场充斥着无数的新机会，我们一起创造！” SBF 为 Gary 生动地描述着他的雄心壮志与抱负。 Gary 认为在谷歌的工作确实感受不到挑战，于是接受了 SBF 邀请来到旧金山。 他们经常并肩战斗，Gary 没日没夜的编写代码， SBF 经常睡在公司，两人每天只睡 4-5 个小时。 一开始，SBF 用自有资金运作 Alameda，买卖主流币和山寨币，但业绩不佳，甚至每天的损失高达 50 万美元。 但在 Gary 加入 Alameda 之后，团队在很长时间的摸索之后，确定交易策略为利用日本、美国和韩国之间的比特币差价套利。在最关键的一环中，Gary 为 Alameda 写了整个量化程序，用于快速在不同的交易市场中套利，这套程序只要捕捉到交易所之间的价差并迅速执行，就能完成一笔无风险套利操作。凭借着这个手段，SBF 更是从投资人那里拿到了 1.7 亿美元的融资，Alameda 一天的交易量一度超过数十亿美元，每天收入可以做到惊人的 2500 万美元。 然而这并不是一切的开始，早在 2018 年， SBF 就请求 Gary 写过一个比特币交易所的程序，Gary 一个月就完成了一个交易所 CryptonBTC。虽然后来没有做成产品，但 SBF 深知如果让 Gary 来写合约交易所程序，他一个月内也可以完成，并且比市场上任何的交易所写出来的质量都要好。Gary 是一个不折不扣的程序天才。 但当时合约交易所普遍存在的问题是，当客户的头寸经历损失，并且需要追加保证金，交易所会先请客户追加保证金，如果市场变化太快，交易所就会先承担资金的这部分损失。 在后来的合约交易所的代码中，Gary 发明了一个新的清算引擎机制，可以按秒为单位来监控客户头寸，当客户保证金不够的情况下，立刻执行清算，从而保护了交易所的资金。虽然这个功能让交易者感到厌烦，但是解决了长期困扰众多交易所的关键问题。Gary 为 FTX 加入清算机制后，Binance、Kraken 和其他交易所也跟进开发了这个功能。 此外，在一般的合约交易中，用户需要有对应资产的抵押进行借贷， 缺少资金的灵活性。针对这一点，Gary 为FTX开发了“交叉保证金”功能，让用户可以用多种数字资产共同为一笔交易做抵押。这一功能也在后来被其他合约交易所相继推出。 实际上，作为 SBF 成就大业的“二把手”，Gary 不仅仅只是一个优秀的程序员，他还是一个顶级的产品经理！Gary 甚至可以单独通过市场需求开发出领先竞争对手的产品。 Nishad Singh 是 FTX 的工程主管，但是更多做工程师的协调，最核心的产品经常是 Gary 一人独自开发。 与此同时，Gary 会负责 SBF 一些特殊程序的核心请求，并且只有 Gary 和 SBF 有权限使用和查看，FTX 的工程团队甚至都不知道 Gary 写的全部的程序。其中就包括 Alameda 可以从 FTX 转移资产的 “允许负余额”这一功能，这一程序让 Alameda 可以无限制地使用 FTX 客户的资金。 在 SBF 和 Gary 的领导下，FTX 做到全球交易量排名第二，市值高达 320 亿美元。 却在 2022 年 11 月，FTX 一个星期轰然倒塌，欠下超过 100 万名的债权人的超百亿美元的债务，堪称虚拟货币世界的雷曼时刻。 FTX 的核心团队全部住在一栋巴哈马的顶层公寓中， 事发时刻警察上门扣押了包括 Gary 以内所有 FTX 的核心人员。 他在 2022 年 12 月承认了包括电汇欺诈、商品欺诈和证券欺诈等所有罪行，即将面临 50 年的监禁。目前，Gary 正在寻求在法庭上合作作证以减轻判罚。 一代天才程序员 Gary Wang 也曾名噪一时，但这样锋利的一把嗜血宝刀却被用在了错误的地方，落得一个潦草收尾的结局。 贾扬清 Caffe框架的创始人，也是TensorFlow的作者之一，曾就职于Google Brain、Facebook等。
